epoch,accuracy,loss,val_accuracy,val_loss
0,0.7278205,0.819412767563739,0.738095223903656,0.7750542001659367
1,0.7305554,0.8001336884481632,0.738095223903656,0.7584098117167399
2,0.7295326,0.7724511065425628,0.738095223903656,0.7568157073878059
3,0.7302886,0.7905420316205568,0.738095223903656,0.7787149699271417
4,0.7300218,0.782001942257006,0.738095223903656,0.7351020686194247
5,0.7303553,0.75429895639621,0.7468987703323364,0.7344829311796358
6,0.728532,0.7494547706190633,0.738095223903656,0.7200815090659906
7,0.7309779,0.7193971505376938,0.738095223903656,0.7058524472945306
8,0.7302664,0.6841179712683754,0.7402961254119873,0.6335669677464568
9,0.73838216,0.6347914746971061,0.761904776096344,0.5989473650530845
10,0.74969983,0.5986528893413425,0.7687074542045593,0.5755095085462316
11,0.7667319,0.5606862998593987,0.7855141758918762,0.5435202204737486
12,0.78398633,0.5245309490956508,0.8019207715988159,0.5035696619985198
13,0.8031307,0.4878609520658389,0.8127250671386719,0.47277783605755686
14,0.8263886,0.4425364350707469,0.8245298266410828,0.45058759683225097
15,0.84762305,0.40151428482131407,0.8403361439704895,0.4078374955595947
16,0.8610308,0.36301883704724774,0.8513405323028564,0.402110657187737
17,0.8716369,0.3359443192609331,0.8637455105781555,0.35439580528676007
18,0.8818651,0.31214024181596467,0.8645458221435547,0.3927366515907014
19,0.8865567,0.3010456174335055,0.8709483742713928,0.3510418059874554
20,0.8965402,0.27831995421543854,0.8743497133255005,0.33719208191375155
21,0.902855,0.2612854937584238,0.8873549699783325,0.33099436329430987
22,0.9109708,0.24173793326890203,0.8871548771858215,0.3104886175537644
23,0.9199982,0.2179711177960378,0.8911564350128174,0.3010621097933154
24,0.924045,0.2076810202701098,0.8939575552940369,0.31574753717500337
25,0.92666876,0.19788928583940923,0.895358145236969,0.304018604011238
26,0.92975944,0.1937684913372492,0.9003601670265198,0.2810310514963546
27,0.93696356,0.16758116781141694,0.9029611945152283,0.29380352384283714
28,0.9317383,0.18513700698806396,0.9017606973648071,0.28873440591084
29,0.94036555,0.1616139288479953,0.9055622220039368,0.28106795811281055
