epoch,accuracy,loss,val_accuracy,val_loss
0,0.71459067,0.8649517182044891,0.7505002021789551,0.6923650629093954
1,0.7673545,0.6006967049752557,0.79111647605896,0.5349787676176961
2,0.8152488,0.4694055929417533,0.8209283947944641,0.470965798710193
3,0.8475786,0.386914810016251,0.8403361439704895,0.43761016445762874
4,0.87432736,0.32217381087273816,0.8467386960983276,0.4318045161279882
5,0.89467245,0.2733136063849417,0.8503401279449463,0.43418295001115453
6,0.9134166,0.22430218980508176,0.8489395976066589,0.47476515268125075
7,0.930382,0.18397670548969003,0.8549419641494751,0.4824545727032764
8,0.94381195,0.15186055571366985,0.8559423685073853,0.5216705101091607
9,0.95277274,0.12977715138172508,0.8521408438682556,0.590715730068635
10,0.9581314,0.11686258876455437,0.8605442047119141,0.6241109285081754
11,0.9654912,0.09697524596035663,0.8559423685073853,0.6559346133158082
12,0.9714057,0.080953763800944,0.8585433959960938,0.7486662083313245
13,0.9753858,0.07163851010495646,0.8539415597915649,0.7830475453807622
14,0.9767421,0.06945906404751905,0.8553421497344971,0.7831298248225949
15,0.9779873,0.0656102437370429,0.8559423685073853,0.8594882519019037
16,0.9801663,0.05892519187840703,0.8577430844306946,0.9003477262086322
17,0.98098904,0.05565459267555403,0.8571428656578064,0.8552356168907993
18,0.9839907,0.04944737048128593,0.8603441119194031,0.9003574161254773
19,0.98576957,0.0448559748435681,0.8603441119194031,0.93387667075688
20,0.9865033,0.04160132193655854,0.8549419641494751,1.042501514651576
21,0.98657,0.04059985743349924,0.8591436743736267,1.06705151490566
22,0.98596966,0.04241861691376629,0.8507403135299683,1.045435317710382
23,0.9843465,0.04800993082999743,0.8535414338111877,1.0121963758046935
24,0.98532486,0.045719518074703265,0.8547418713569641,1.063285846216958
25,0.98741496,0.03861331850470541,0.853741466999054,1.1459261123158064
26,0.988838,0.03538834356381517,0.8559423685073853,1.1180818926911202
27,0.989972,0.030689550373096414,0.861144483089447,1.1664628227885698
28,0.992151,0.023497295312147087,0.8561424612998962,1.1913009428796695
29,0.98986083,0.031177752026264688,0.8565425872802734,1.196026644023622
